Type,Removed_stopwords
1,اثيوبيا ابي احمد يلغي وقف اطلاق النار جبهة تحرير
1,تركيا تندد بقرار محكمة اوروبية حظر الحجاب وتصفه بانه انتهاك للحريات
1,تركيا ترفع الحظر الحجاب المؤسسات الرسمية
1,تواصلت الانتقادات الفلسطينية والعربية والدولية لاقتحام مستوطنين للمسجد الاقصى بالقدس المحتلة
1,فلسطين تطالب بموقف دولي حازم لوقف العدوان الاقصى
1,استدعت حكومة جمهورية افغانستان سفيره ومسؤولين دبلوماسيين اثر خطف ابنة سفيرها باكستان
1,افغانستان تسحب سفيرها وكبار دبلوماسييها باكستان
1,محادثات السلام الافغانية تقر تسريع المفاوضات ولقاء جديد
1,طالبان ترفض اي الحل السياسي الحكومة الافغانية
1,اسرائيل تنفي ضلوعها ازمة سد النهضة الاثيوبي
1,مصرتطلب المساعدة اسرائيل لحل ازمة سد النهضة
1,مظاهرات العراق مطالبة باعتقال المتورطين قتل النشطاء
1,العراق المئات يتظاهرون قار ضد نقص الخدمات
1,الصومال الجيش يحرر مدينة عمارة قبضة حركة الشباب
1,حركة الشباب تسيطر بلدة عمارة وسط الصومال
1,اثيوبيا تختفل باكتمال التعبئة الثانية لسد النهضة
1,اثيوبيا تفشل اتمام الملء الثاني لسد النهضة بسبب مشكلات فنية
1,وفد الحكومة الافغانية يطير للدوحة للقاء ممثلي طالبان
1,الحكومة الافغانية ترفض الجلوس طالبان
1,قررت المحكمة اليابانية بسجن اميركيين متواطئين بعملية تهريب الرئيس السابق لشركة للسيارات
1,محكمة يابانية تبدا النظر دعوى ضد كارلوس غصن
1,ايران تتهم الولايات الاميركية بعرقلة مسار تبادل السجناء معها
1,اميركا تنفي تقارير اعلامية ايرانية اتفاق تبادل سجناء
1,اعلنت الدول العربية السماح باقامة صلاة عيد الاضحى المساجد
1,بسبب كورونا دول عربية تمنع اقامة صلاة عيد الاضحى
1,دعت الحكومة التركية صحيفة اميركية للمشاهدة لاجئين نقلتهم اليونان الى البحر
1,تحقيق لـ نيويورك تايمز يتهم اليونان باعادة اللاجئين قسريا
1,استخدام برنامج تجسس اسرائيلي لاستهداف هواتف صحفيين سياسيين
1,فضيحة التجسس الاسرائيلية تهز العالم
1,اتهامات دولية للصين بتنظيم حملة تسلل الكتروني عالمية
1,بكين تنفي شن هجوم الكتروني مايكروسوفت
1,عشرات القتلى والجرحى تفجير بمدينة الصدر شرقي العاصمة العراقية
1,عقب تفجير انتحاري الجيش العراقي يتسلم ملف امن مدينة الصدر
1,السودان يدعو لاستئناف المفاوضات الثلاثية بشان سد النهضة
1,مفاوضات سد النهضة تتعثر مجددا وخيارات السودان تضيق
1,نددت منظمات اممية وحقوقية والحكومات عمليات تجسس الاسرائيلي
1,غانتس ينفي استخدام برنامج اسرائيلي التجسس
1,الرئيس التركي يبدي استعداده للقاء قادة حركة طالبان
1,اردوغان نرحب بالتصريحات المعتدلة لقادة طالبان
1,ولي العهد السعودي يستقبل نظيره الاماراتي العاصمة السعودية
1,محمد بن سلمان يصطحب محمد بن زايد شوارع السعودية بالـ مرسيدس
1,الحكومة الالمانية ترفض انتقادات لتقصيرها التعامل الفيضانات
1,المانيا تخفق مواجهة فيضانات
1,الدفاعات الجوية السورية تتصدى لهجوم اسرائيلي
1,اعلام النظام السوري طيران اسرائيلي يشن غارة دمشق
1,ليلة دامية بغداد عشرات القتلى والجرحى انفجار بسوق شعبي
1,السلطات العراقية زالت تحقق تفجير السوق الشعبي
1,المجتمع الدولي يشيد بمفاوضات طالبان قطر
1,طالبان تنفي اقتراحها هدنة افغانستان خلال محادثات الدوحة
1,اسرائيل تعلن عدم رغبتها بتغير الوضع اخر اقتحام للمسجد الاقصى
1,اشتباكات الشرطة الاسرائيلية ومصلين المسجد الاقصى
1,الرئيس الاميركي يؤكد للعاهل الاردني دعمه لـ حل الدولتين ويتعهد بدعم بلاده
1,بايدن يستقبل الملك عبد الله الثاني البيت الابيض
1,هجوم صاروخي لبنان اسرائيل
1,اسرائيل تفرض قواعد جديدة المواجهة لبنان
1,طالبت الحكومة الاثيوبية الاتحاد الاوروبي الى اتخاذ موقف محايد يخص سد النهضة
1,اثيوبيا تعلن نجاح المرحلة الثانية عملية ملء سد النهضة
1,ميلشيا الحوثي تقول انها مستعدة لمفاوضات جادة لحل الازمة
1,الحوثية تعلن عدم احراز تقدم الجهود الدولية لحل الازمة اليمنية
1,محاولة طعن رئيس مالي المؤقت
1,وفاة المتهم بمحاولة اغتيال رئيس مالي اثناء احتجازه
1,امر رئيس الوزراء العراقي بفتح تحقيق التفجير استهدف سوقا ببغداد
1,قتلى وجرحي هجوم دام ببغداد
1,الوكالة الدولية للطاقة الذرية قلقة تعليق ايران للمفاوضات فيينا
1,ايران تلمح الى فشل مفاوضات فيينا
1,صرح الرئيس التركي ان مفتاح حل ازمة جزيرة قبرص يكمن اقرار مساواة القبارصة الاتراك السيادة
3,مليون تحميل لتطبيق سيجنال عبر غوغل بلاي
3,واتساب تنوي التراجع تحديثها المثير للجدل
3,اقامت محطات لتوليد غيغاوات فقط الخلايا الكهروضوئية برامج مبتكرة لتوصيل الكهرباء لمختلف المناطق النائية والفقيرة بافريقيا باسعار منخفضة
3,ابتكار مغربي فرن شمسي يلبي حاجيات سكان الارياف الطاقة
3,سوني تكشف الطائرة الصغيرة بدون طيار
3,سوني تطرح سماعات الراس بتقنية الغاء الضوضاء
3,تركيا ملايين المشتركين الجدد بتطبيق محلي بيب كبديل لـ واتساب
3,ميزة جديدة مرتقبة تطبيق واتساب
3,فيروس كورونا انهيار مسبوق مبيعات الهواتف الذكية الصين
3,شركات الهواتف تتجه لتصنيع سيارات الذكية
3,خدمة المانية للترجمة تهدد عرش جوجل ترانسليت
3,مشروع اسرائيلي اماراتي مشترك لتسويق تقنيات الذكاء الصناعي
3,مايكروسوفت حاولت شراء نينتندو اطلاق
3,مايكروسوفت تبني اقوى حاسوب عملاق للطقس العالم
3,نيو الصينية تكشف اول سيدان كهربائية للشركة لمنافسة تسلا
3,افضل سيارات سيدان ياباني فى السوق المصرية الارخص بـ الف
3,سيارة مرسيدس الكهربائية المنافسة لتسلا تستخدم الذكاء الاصطناعي
3,سباق محموم نيو تسلا الصين
3,واتساب يختفي نهائيا هواتف اندرويد وايفون القديمة
3,ميزة جديدة مرتقبة تطبيق واتساب
